,User,Trial,Gesture Frequency,Self-Claimed Level,GRS,Respect for Tissue,Suture/Needle Handling,Time and Motion,Flow of Operation,Overall Performance,Quality of Final Product,S - Volume of Motion,S - 80% Volume of Motion,S - 80% V / V Ratio,M - Volume of Motion,M - 80% Volume of Motion,M - 80% V / V Ratio,Time to Completion,S - Economy of Motion,M - Economy of Motion
0,D,1,1,E,14,2,2,2,3,2,3,10.371863829380851,6.143221439472645,0.5922967694649501,0.18313658139923636,0.15372372580639468,0.8393938809596873,7.233333333333333,23.17548241284048,3.7064225032848857
1,D,1,2,E,14,2,2,2,3,2,3,5.682829899587012,0.5163338410026123,0.09085857752668891,0.7938936185389418,0.8299508092507694,1.0454181641844988,2.7666666666666666,9.840625446057325,7.632915294151411
2,D,1,3,E,14,2,2,2,3,2,3,1.7856825875649545,1.4558743459005705,0.8153041061378513,0.01754308468373151,0.0009178550080492013,0.0523200465936512,1.6333333333333333,4.7960514347604875,3.6243787223588204
3,D,2,1,E,18,2,3,3,4,3,3,0.5177030891987507,19716.848682924163,38085.24440802533,0.9347985200253299,0.4415546897715513,0.472352790802008,3.1333333333333333,9.166678686789085,7.062423441682273
4,D,2,2,E,18,2,3,3,4,3,3,6.704427748903509,1.9462747526980113,0.2902969240016524,0.6546145769089877,0.030989184431330374,0.04733958809419983,2.0,6.400946704447297,4.370572681682489
5,D,2,3,E,18,2,3,3,4,3,3,6.527301178354848,6.2553282698024475,0.9583330229261845,0.44237880234175814,25.908634902645787,58.56662834090808,3.533333333333333,12.61757476123668,9.946167334501437
6,D,2,4,E,18,2,3,3,4,3,3,2.1529711250102506,11.768152525563975,5.466005739165659,4.0706884671866125e-05,3.677799091369052e-05,0.9034833102595299,0.6,2.1858764351606847,0.4053906776739258
7,D,3,1,E,14,2,2,2,3,2,3,34.218066833006965,9.95939431239054,0.2910566035479142,3.0790849349610783,0.9772898594637518,0.3173962005293321,3.466666666666667,9.653854302065632,5.142142508436666
8,D,3,2,E,14,2,2,2,3,2,3,21.060877197738673,33.49075537223329,1.5901880561664936,7.2472351729057545,6.260617184122978,0.8638628435197867,7.566666666666666,31.935416126985558,20.52147279305824
9,D,3,3,E,14,2,2,2,3,2,3,12.232002281830843,7.393202377883421,0.6044147317455236,0.09999998639125583,3.5776632790983007,35.7766376597341,1.7666666666666666,7.0344613041891595,5.928067113906303
10,D,3,4,E,14,2,2,2,3,2,3,0.09761842288799007,1.31523049765599,13.473179126906404,0.006689071681034354,0.00042988789580357937,0.0642671982455276,1.3666666666666667,5.314097349842944,3.1012297039431993
11,D,4,1,E,8,1,1,1,2,1,2,5.430877430251971,1.6991023508446796,0.3128596387353651,0.2451329770927721,3.0084823540247587,12.272858550916958,3.7666666666666666,11.26419874007985,4.465318977247395
12,D,4,2,E,8,1,1,1,2,1,2,0.30753859320508753,21.10418866752272,68.62289525220342,14.255198865306658,4277.390301072575,300.05826937164653,4.4,10.227689757468605,16.500037923959145
13,D,4,3,E,8,1,1,1,2,1,2,133.6840906055648,201.96346373744967,1.5107516745081009,3.2233438949952204,0.2691671398045428,0.08350556086257807,10.3,51.56835060263287,5.911086123471044
14,D,4,4,E,8,1,1,1,2,1,2,3.825912689857438,1.4244294864921931,0.37231102797206556,0.00398091253648827,0.006645145594919298,1.6692518446489808,1.5,6.409146129774525,1.7797201321345812
15,D,5,1,E,15,2,2,3,3,2,3,4.39212992090659,0.2598109203746586,0.05915374204618938,5.35413207977169,5.895144345577835,1.1010457451825162,2.033333333333333,8.902256983683197,11.210594821847693
16,D,5,2,E,15,2,2,3,3,2,3,0.46467092566074686,0.4381724889627805,0.9429737579120396,127.33363399306431,39.00776713609242,0.3063429976263547,1.8,6.0183191965343275,7.939163161290056
17,D,5,3,E,15,2,2,3,3,2,3,0.0004025996319235267,0.007577968316547788,18.822591268506706,0.282831243243981,0.9490912860005383,3.3556804938336176,1.2,4.134571951485117,5.613313425873097
18,D,5,4,E,15,2,2,3,3,2,3,1.5777433488437451,15.963568203043614,10.117975280797458,3.6020831148009274,2.917241000863553,0.8098760933296169,1.1666666666666667,5.581987880443164,8.368739578836063
19,E,4,1,E,19,3,2,3,4,3,4,0.014439497075054809,0.010180251326659786,0.7050281096179483,0.0977198358858415,0.13839438971555523,1.41623641158414,3.066666666666667,4.352951725361895,3.661506905518433
20,G,1,1,N,13,3,1,1,3,1,4,20.384792785621094,32.487823170166564,1.593728398999603,0.04564948209028237,0.00021102404956483182,0.0046227041338055734,5.3,16.791362264308187,2.322072763272385
21,H,3,1,N,25,4,4,4,5,4,4,0.18538522719096498,0.1478089303502479,0.7973069515295854,2.722347939955677e-05,0.010313339352762891,378.8398683869485,1.6,8.149909016033526,1.8276351109861446
22,H,4,1,N,19,3,3,3,4,3,3,21.675946705242417,0.0042398083228380535,0.00019559968385660583,1.7581223022983236e-07,0.00029711470263444755,1689.954687714508,1.0333333333333334,4.204647645412416,0.6003750933937394
23,H,4,2,N,19,3,3,3,4,3,3,0.000490931565329849,0.0008550896476377204,1.7417695418773886,2.244603836400144e-05,2.3852521849920042e-05,1.0626606558854632,1.4666666666666666,1.311094523474761,0.3601411578978684
