,User,Trial,Gesture Frequency,Self-Claimed Level,GRS,Respect for Tissue,Suture/Needle Handling,Time and Motion,Flow of Operation,Overall Performance,Quality of Final Product,S - Volume of Motion,S - 80% Volume of Motion,S - 80% V / V Ratio,M - Volume of Motion,M - 80% Volume of Motion,M - 80% V / V Ratio,Time to Completion,S - Economy of Motion,M - Economy of Motion
0,B,1,1,N,8,1,1,1,2,1,2,4.3354615018055025,2.475645146242476,0.5710222879874481,16.22446771006227,1.1863892725508918,0.07312346350907424,14.0,17.673138676792572,19.020870342841313
1,B,2,1,N,8,1,1,1,2,1,2,2.342286941231256,1.2789281088506586,0.5460168377911768,9.018735180816556,1.123903808358752,0.12461878365708857,10.166666666666666,11.364680806706403,11.919831932906284
2,B,3,1,N,14,2,2,2,3,2,3,0.15772727513410265,0.15173667048069,0.9620192217971222,4.720953631289131e-05,2.303772077575802e-06,0.048798871107461415,4.5,3.8275268695136506,0.5999958848975653
3,B,4,1,N,19,3,3,3,4,3,3,0.3997698444425524,0.25806849598234877,0.645542678043175,0.0580210154835423,0.006008974120485669,0.10356547658477501,5.133333333333334,3.8595281963733257,1.9236745737532281
4,C,1,1,I,11,1,2,1,3,2,2,0.08638605964771474,0.00011517825090746344,0.0013332967307128514,3.9672814160931505e-05,2.1172295492793245e-06,0.05336726405872924,1.2666666666666666,2.3022406474432895,0.07771360384938433
5,C,2,1,I,9,1,1,1,3,1,2,0.3603789723576948,0.32831382925536046,0.9110238233586281,0.06472225309112117,0.0005215576813172318,0.008058398099691324,3.033333333333333,4.087669863603875,3.064777741908142
6,C,3,1,I,7,1,1,1,2,1,1,0.033711364902835404,0.01967038771035841,0.5834942538533634,0.0045601392710300755,1.0924128603715135e-06,0.00023955690724435962,2.2,1.8500778935451336,1.0140851313545183
7,C,4,1,I,12,1,2,1,3,2,3,0.4051841385777273,0.16458963469551172,0.4062094712622571,0.0025182768146869198,3.6190722026756464e-06,0.0014371224726244327,4.933333333333334,4.413017145208261,1.3617530748926912
8,C,5,1,I,12,1,2,1,3,2,3,10.781913418018863,1.360885786778357,0.12621932063598548,0.007611843388826741,0.0009726915817735871,0.12778659939343734,5.366666666666666,6.097427418160534,0.9246315417392807
9,D,1,1,E,9,1,1,1,2,1,3,0.01717270742929064,0.006745831132713382,0.3928228067990811,0.00016865831793972755,30.892534388604506,183166.38494903283,2.2333333333333334,2.059378036253887,0.28753968862954155
10,D,1,2,E,9,1,1,1,2,1,3,0.6656442515214324,0.6707933905792951,1.0077355720358039,0.034322522921916274,3.019731397152954,87.98104393499399,5.933333333333334,5.616639559945622,10.285082610851836
11,D,2,1,E,11,1,2,1,3,2,2,0.1609971368225178,0.22662987840461873,1.4076640297923686,0.4731036493108729,2.6811415830522046e-05,5.6671335910377774e-05,4.266666666666667,4.521361375921965,4.3080969158792115
12,D,3,1,E,10,1,2,1,3,2,1,3.084396143690483,0.0049602122534911685,0.0016081631614142371,1.478851732609985,0.03707901771909709,0.02507284327527368,2.2,3.5591625779672227,4.721321799459648
13,D,3,2,E,10,1,2,1,3,2,1,7.540675363637084e-07,2.6406231464638993e-09,0.0035018390517082957,0.008332574219815423,0.011709973150021768,1.4053247941284053,1.5333333333333334,0.08319428912060131,1.4152878190717277
14,D,4,1,E,12,2,2,1,3,2,2,0.6038615962878142,0.6521324965652916,1.0799370262560468,0.0007493513619073497,3.741828094975323e-05,0.04993422692194913,4.433333333333334,4.316852017777511,0.9051741254065825
15,D,5,1,E,13,2,2,1,3,2,3,0.1606953114614536,0.10394724578271908,0.6468592321540954,0.6724464293334627,1.453751400488581e-06,2.1618843331944786e-06,2.7666666666666666,2.923920436690954,2.566412625210561
16,D,5,2,E,13,2,2,1,3,2,3,0.0017826052279933777,0.00015912510236835645,0.08926547497421991,2.3079589555076354e-06,40.24155124965022,17435990.8583379,1.6,1.8381263238705254,0.13120084510391788
17,E,1,1,E,13,2,2,2,3,2,2,0.2913756577721592,0.10144525160974847,0.34815966572291174,3.796151964025858e-06,7.111432495410031e-06,1.87332661147429,5.133333333333334,5.198334776699994,0.2154013289333059
18,E,3,1,E,13,3,2,1,3,2,2,1.9574296052739577e-05,7.611723021469994e-05,3.8886318062021306,1.1336979861435868e-06,6.965613438632403e-07,0.6144152608338658,1.4666666666666666,0.5219977776187339,0.17235676632180402
19,E,4,1,E,14,2,3,1,3,2,3,0.049464090129208105,0.07806059918243374,1.5781266567024075,0.8370627863761777,0.06328494523891467,0.07560358227474025,4.666666666666667,4.149959576258697,3.7859948245957233
20,E,5,1,E,17,3,3,2,3,3,3,7.032229974417652,0.16055800703896086,0.022831734403318753,0.1634809492540826,0.0004259106714145897,0.002605261795688732,2.4,4.662777957845214,6.460025023759026
21,F,3,1,I,15,1,4,3,4,2,1,3.366005587504631e-06,1.153772636444646e-06,0.3427720502686357,2.8419769384262765e-07,2.0289576802653687e-08,0.07139247517570951,0.5666666666666667,0.1582202482520529,0.05224602876093085
22,F,4,1,I,24,4,4,4,4,4,4,0.2173902600555676,0.16451572710967127,0.7567759800628558,0.9404416515591351,0.037859504536290646,0.04025715415041891,3.2666666666666666,3.142830283257094,5.276095107809044
23,H,2,1,N,19,3,3,2,4,3,4,0.694974061734678,0.22526882301899742,0.3241399002096842,0.6841386710195534,0.023147158171417926,0.033834015166723935,4.366666666666666,6.032328243538771,3.1299976982210214
24,H,4,1,N,20,3,3,3,4,3,4,0.2049265734485893,0.034565929934661066,0.16867470798428566,4.225061819155232,85.4515335056499,20.22491910490798,1.9666666666666666,1.6834975212055032,10.430185897928208
25,H,5,1,N,21,3,4,3,4,3,4,0.23390690807369732,0.25237756043459325,1.078965826674415,0.4613119804995736,0.0007332326080527393,0.0015894506083685314,3.2333333333333334,2.8362448049028073,1.6700286119129903
26,I,2,1,N,12,1,3,2,3,2,1,1.2320619035487956,12.149070009446882,9.860762656854376,0.0002541687262827923,0.03391518367491133,133.43570694522322,3.6,3.994077305829285,0.5971659988011349
27,I,3,1,N,14,2,2,2,3,2,3,2.867239238282088,0.6539025842012349,0.22806000122718115,0.06640532849345358,1.634048312781901e-05,0.0002460718664983323,4.0,5.853243742069367,2.6336364908658587
28,I,4,1,N,18,2,3,2,4,3,4,0.811478478029939,0.14249042935528342,0.17559360255765935,0.004281491886772956,0.00485508174393811,1.1339696237512853,7.533333333333333,6.918067435943795,0.8434030078878662
29,I,5,1,N,23,4,4,3,4,4,4,0.08501233858372916,0.1449767580850292,1.7053613687175624,1.335859259986242e-05,5.462764609915771e-07,0.040893264534259635,1.6666666666666667,1.6810754389045048,0.1625436593751047
