,User,Trial,Gesture Frequency,Self-Claimed Level,GRS,Respect for Tissue,Suture/Needle Handling,Time and Motion,Flow of Operation,Overall Performance,Quality of Final Product,S - Volume of Motion,S - 80% Volume of Motion,S - 80% V / V Ratio,M - Volume of Motion,M - 80% Volume of Motion,M - 80% V / V Ratio,Time to Completion,S - Economy of Motion,M - Economy of Motion
0,B,1,1,N,8,1,1,1,2,1,2,2.0205073023654267,0.16351524975816167,0.0809278192495186,34.5461958122971,19.824671887447657,0.5738597672277087,14.0,9.518436654766044,35.31116539682753
1,B,2,1,N,8,1,1,1,2,1,2,0.9539881216982189,0.1415266797593725,0.1483526645042888,18.80943354473154,9.280170320012477,0.4933785112636644,10.166666666666666,5.970053228268884,22.69937343932938
2,B,3,1,N,14,2,2,2,3,2,3,1.0487929010793222e-07,6.354787926611936e-07,6.059144679633288,1.2532275207129575,1.1641234027538574,0.9289002862717146,4.5,0.30455951802069897,7.630008222809583
3,B,4,1,N,19,3,3,3,4,3,3,0.005777361910214161,0.0008015029962295267,0.13873165792374875,3.2180332447117697,2.05844422336861,0.6396590920094671,5.133333333333334,0.9659758425868006,7.705438059156674
4,C,1,1,I,11,1,2,1,3,2,2,8.297807147653421e-08,6.585711640386138e-08,0.7936689203783852,0.9005018885015251,0.0007343024842869591,0.0008154369176380861,1.2666666666666666,0.04006732425353573,4.583255435362287
5,C,2,1,I,9,1,1,1,3,1,2,0.007284326279963587,6.597671785845925e-05,0.009057353463138537,2.8068719056199307,2.5831850876005817,0.9203074363416862,3.033333333333333,1.5377207311928895,8.10949108320903
6,C,3,1,I,7,1,1,1,2,1,1,0.00010395573133258442,1.0440514757186072e-06,0.010043231501862893,0.8518928038810806,0.17961673945541803,0.2108442971194431,2.2,0.5121350975118432,3.682012439942085
7,C,4,1,I,12,1,2,1,3,2,3,0.00014277168570544992,5.132176629849157e-06,0.03594673975088641,3.2244303645772248,1.3558354080047585,0.4204883513378434,4.933333333333334,0.6879441618386467,8.800575945853987
8,C,5,1,I,12,1,2,1,3,2,3,0.0008743542630245731,0.0001158808450178272,0.13253305887360953,913.7938686088639,0.12408563520712415,0.00013579171350320933,5.366666666666666,0.4656485181389065,12.145558969910095
9,D,1,1,E,9,1,1,1,2,1,3,2.2851705325848826e-06,8.460585062100418e-06,3.702386732831787,0.13672216459222866,0.05707103451094808,0.4174234271462962,2.2333333333333334,0.14622047309004596,4.098467640621544
10,D,1,2,E,9,1,1,1,2,1,3,0.06716066418963776,0.38089725146050063,5.6714336592172865,5.3047890096930965,5.201445711174492,0.9805188673235125,5.933333333333334,5.155831143250494,11.199512318181776
