,User,Trial,Gesture Frequency,Self-Claimed Level,GRS,Respect for Tissue,Suture/Needle Handling,Time and Motion,Flow of Operation,Overall Performance,Quality of Final Product,S - Volume of Motion,S - 80% Volume of Motion,S - 80% V / V Ratio,M - Volume of Motion,M - 80% Volume of Motion,M - 80% V / V Ratio,Time to Completion,S - Economy of Motion,M - Economy of Motion
0,B,1,1,N,13,2,2,2,2,2,3,1.078098498656193,0.812477947765665,0.7536212588908958,14.468599957895906,2.5821888871388685,0.17846846928197074,6.833333333333333,6.412787977660487,12.801396413630314
1,B,1,2,N,13,2,2,2,2,2,3,0.05284696129935719,0.00024074323918593735,0.004555479317386328,9.880369216369056,0.013969856969395258,0.0014139002969900199,2.3,1.22658484377387,3.0047929709761743
2,B,2,1,N,9,1,1,2,2,1,2,0.25712071859182856,0.05474607311787586,0.21291972664709144,1.7618825018505107,0.068451241461662,0.03885119546267554,3.1333333333333333,2.7904242152083945,4.993539106399886
3,B,2,2,N,9,1,1,2,2,1,2,199.08941640626279,0.5634168364129029,0.0028299687978550897,4.126887912869922,0.6000823608953207,0.14540796201998402,6.166666666666667,3.8770581249195257,7.413534335091947
4,B,3,1,N,11,1,2,2,2,2,2,0.143392070961027,0.10991538277779868,0.7665373827237139,3.4140660324571286,0.1223245181903355,0.03582957008663879,3.2333333333333334,2.645412308559958,4.445074265411078
5,B,3,2,N,11,1,2,2,2,2,2,0.00021653012489789564,0.2834720129294679,1309.1573888997596,0.3189055711916063,1.4135126157122069,4.432386083537355,3.6666666666666665,5.426928527046811,11.23848485249541
6,B,4,1,N,8,1,2,1,1,1,2,9.130636548835172,11.247652971082083,1.231858579730346,32.075402302651774,4.494132368856747,0.14011148874928386,8.866666666666667,11.128967097163546,13.45583401987864
7,B,4,2,N,8,1,2,1,1,1,2,0.3084209815180545,0.1746724626785943,0.5663442928521035,1.9109336418133696,0.0032607059973851836,0.0017063418247694646,6.066666666666666,3.4552581066735257,8.810522424015248
8,C,1,1,I,20,4,3,3,3,3,4,0.13117990335468763,2.9927280200279536,22.813921519183758,1.992412435565965,0.8565011242601422,0.42988143868759,0.8333333333333334,2.516025294606774,3.594037252555
9,C,1,2,I,20,4,3,3,3,3,4,2.2944763669091124,0.5750241152691343,0.2506123504090604,2.8206221010179684,22.439886526382328,7.955651527471094,1.5333333333333334,4.499628212813652,8.981713762369187
10,C,2,1,I,22,4,3,3,4,4,4,0.4432161087067544,0.19055874250665977,0.42994543466094864,0.33442230885796054,0.3584194177860629,1.0717569022534759,0.9,2.982577358220663,6.26740354712457
11,C,2,2,I,22,4,3,3,4,4,4,1.106058721396195,1.8151631052942478,1.6411091655268895,19.665416010534052,7.598174833444771,0.3863724433479924,1.4,4.744094275291419,10.824879892821153
12,C,3,1,I,18,3,3,3,3,3,3,0.5907601276926502,3.6264878147086,6.138680734721695,7.305439004815492,2048.2083552518757,280.36759377523623,1.1666666666666667,3.7702289376089624,9.843265785685293
13,C,3,2,I,18,3,3,3,3,3,3,0.0057650496149247695,7.243998110528756e-05,0.012565369935022296,50.096699132304906,28.015908741184173,0.559236620903793,1.2333333333333334,3.4166376499279414,10.070445675695467
14,C,4,1,I,20,4,3,3,3,3,4,0.06320037711086032,0.06039204325571789,0.955564602878614,23.01489147194674,44.49482215234318,1.9333057558224296,1.0333333333333334,2.584287304963211,9.21491630469402
