,User,Trial,Gesture Frequency,Self-Claimed Level,GRS,Respect for Tissue,Suture/Needle Handling,Time and Motion,Flow of Operation,Overall Performance,Quality of Final Product,S - Volume of Motion,S - 80% Volume of Motion,S - 80% V / V Ratio,M - Volume of Motion,M - 80% Volume of Motion,M - 80% V / V Ratio,Time to Completion,S - Economy of Motion,M - Economy of Motion
0,B,1,1,N,13,3,2,1,2,2,3,1.3565546551187007,2.248093461142916,1.6572081726749186,1.633698639374378,0.0009846132807879808,0.0006026896620083106,5.0,4.510647625867352,6.067510177914843
1,B,2,1,N,17,4,2,2,3,3,3,0.8699113433552519,1.4616004507260298,1.6801717346145073,0.17252056125496684,0.0020744497009820527,0.012024362115981289,4.133333333333334,5.737110717069317,2.4847415801134103
2,B,3,1,N,14,3,2,2,2,2,3,16.69177992268863,12.751217732967307,0.7639219898672976,0.00011081173144317939,1.0157684742270524e-05,0.09166614951305088,2.533333333333333,4.284512528907638,2.2499959495487687
3,B,4,1,N,10,1,1,2,3,2,1,1.9668023188325174,0.936792435224433,0.47630228328208785,0.0004351775101161995,0.00022864348950319527,0.5254028165245573,1.8666666666666667,3.090717139916518,0.6591821420672964
4,B,5,1,N,12,2,2,1,3,2,2,0.1219791592823672,0.3482653502650871,2.8551217463213887,0.010508361653296844,0.0205324777971099,1.9539180772930607,2.966666666666667,4.576233054558606,4.0758975597040905
5,C,1,1,I,26,4,4,4,5,4,5,0.622247360141546,2.436219593679443,3.9151947436551,6.36548942415339,22.200299941518306,3.4876029889046505,4.1,6.098492622114299,12.054751070077257
6,C,2,1,I,20,3,3,3,4,3,4,0.5889698440942199,0.16735180153007082,0.28414324299988925,55.75164866534483,6.637072252058979,0.11904710283813681,3.3333333333333335,5.965216344416232,10.927235438472179
7,C,3,1,I,26,4,4,4,5,4,5,0.2308209917029278,2.4106956726998305,10.444005352002188,7.448183739822379,3.5178127760770193,0.47230477911933344,3.3333333333333335,5.418441998450033,9.854384975038826
8,C,4,1,I,30,5,5,5,5,5,5,3.5871182827228045,1.0858709560779485,0.302714008988217,2253.79947246509,0.1395265823116585,6.190727436769319e-05,3.6666666666666665,4.735564612150127,10.39088702740133
9,C,5,1,I,17,3,2,2,3,3,4,0.0009527433166616545,0.07100600280763303,74.52794636905254,4.144307994943856,80.98224963466161,19.540596339234845,2.7333333333333334,5.904959348232572,9.381152781167891
10,D,1,1,E,14,2,2,2,3,2,3,0.26642038675703084,0.18918566929159705,0.7101020743736476,0.2908164387782613,0.9732157326384941,3.346494911797409,1.6666666666666667,3.4478642677394564,4.961908270509217
11,D,2,1,E,18,2,3,3,4,3,3,0.3247679002328556,0.2662492139655602,0.819813823270902,0.004069489282911152,3.7040234351171684e-06,0.0009101936822075758,1.7,4.384528264169368,5.308640137675078
12,D,3,1,E,14,2,2,2,3,2,3,0.3538590428417269,0.1979242454337819,0.5593307545408946,0.09695103061112874,0.0013206753077121146,0.013622086319116633,1.9666666666666666,3.5360716019802223,8.529352800421258
13,D,5,1,E,15,2,2,3,3,2,3,5.898961841472118,0.28836722589555397,0.04888440265339814,17.329789606749873,0.49434539518940346,0.028525758616068726,2.533333333333333,4.1130606087739014,11.173428712566514
14,E,1,1,E,17,3,2,3,3,3,3,1.9106448459870504,1.6475302901717102,0.8622901810517204,82.88197876725219,4.524200879661685,0.05458606257901336,4.166666666666667,6.064235805132473,8.527570505373339
15,E,2,1,E,20,4,2,3,4,3,4,0.37884151858813087,0.3002355265507676,0.7925095635496536,0.03503107011054151,0.03016489495349827,0.8610897371479692,2.6666666666666665,5.8448593609106645,3.6417972476226104
16,E,3,1,E,19,3,2,3,4,3,4,0.09843246766995044,0.026571481753438143,0.2699463132686443,0.2682555812866353,0.003074169797261195,0.011459854003844179,1.7333333333333334,4.7155067179398955,2.513304044798303
17,E,4,1,E,19,3,2,3,4,3,4,118.3981658790977,2.483380910588141,0.020974825852657593,3.9418697569675744e-07,122.24675641920679,310123783.7783091,1.3,4.400394920665829,1.2064873440877995
18,E,5,1,E,19,3,2,3,4,3,4,0.09345328710379851,0.1708828277421403,1.82853736918147,0.00047627310332882736,0.008443877340831876,17.729066121548488,1.3666666666666667,2.9960142595423602,0.6957105298570588
19,F,1,1,I,24,4,4,3,4,4,5,0.10804248526384677,36.486608964814785,337.70612436128357,0.019993332575103277,0.03454062762293583,1.7276073157482306,2.6,4.002361936396906,7.173390254283885
20,F,3,1,I,29,5,5,4,5,5,5,0.6175108617263123,0.3034149369121392,0.49135157892431713,59.65683490145135,0.08799730521765683,0.0014750582286677098,2.9,4.795605676588845,17.039501321304204
