,User,Trial,Gesture Frequency,Self-Claimed Level,GRS,Respect for Tissue,Suture/Needle Handling,Time and Motion,Flow of Operation,Overall Performance,Quality of Final Product,S - Volume of Motion,S - 80% Volume of Motion,S - 80% V / V Ratio,M - Volume of Motion,M - 80% Volume of Motion,M - 80% V / V Ratio,Time to Completion,S - Economy of Motion,M - Economy of Motion
0,B,1,1,N,13,3,2,1,2,2,3,0.2143733821051321,3.0844992341820287e-05,0.00014388443210124573,10.83184668354925,20.148104606922047,1.8600802979903477,5.0,3.040160785237849,9.007264320872475
1,B,2,1,N,17,4,2,2,3,3,3,0.021090857362306946,0.0002358016206012304,0.011180276673941628,7.168600750304191,144018.55398592728,20090.190401497257,4.133333333333334,1.2441617484769671,11.459473545569853
2,B,3,1,N,14,3,2,2,2,2,3,1.0367862052430625e-06,7.041359647016667e-07,0.6791525206844262,132.23013072450036,59.49322470967484,0.4499218474919922,2.533333333333333,1.1263304598059891,8.562678942647558
3,B,4,1,N,10,1,1,2,3,2,1,5.1049879859983474e-05,3.4687283299506326e-05,0.6794782552798265,14.648763467061956,4.917489056999788,0.3356931162180932,1.8666666666666667,0.329549760593985,6.176542557984078
4,B,5,1,N,12,2,2,1,3,2,2,0.00029372436232375177,0.010172597334846224,34.63314127016023,1.0233640340148986,2.785280495705332,2.7216908188360103,2.966666666666667,2.041146598573351,9.134644985587618
5,C,1,1,I,26,4,4,4,5,4,5,0.7977402716774362,3.0529720127801694,3.827025062130283,4.8720874362171,9376.615076568514,1924.558046078279,4.1,6.039684996784256,12.177522763733975
6,C,2,1,I,20,3,3,3,4,3,4,6.592834763490842,0.9843293797305168,0.14930290459901105,4.618520879994244,3.3920898832473547,0.7344537291020286,3.3333333333333335,5.481105722066096,11.904330040171917
7,C,3,1,I,26,4,4,4,5,4,5,0.9565165331291527,0.4410120930699807,0.46106060668627613,1.5848167471068397,22.942858445956478,14.47666330371621,3.3333333333333335,4.935232823548746,10.792669667857366
8,C,4,1,I,30,5,5,5,5,5,5,32.10777053238655,0.01640915952700898,0.0005110650554343955,23.72821207021045,15.782754326366936,0.6651472213610806,3.6666666666666665,5.2072172999233235,9.447643956893456
9,C,5,1,I,17,3,2,2,3,3,4,0.531073445584635,5330.3693011408495,10036.971995978607,0.005988334289341251,0.46962881516191957,78.42394770743189,2.7333333333333334,4.698955541395943,11.786290182570768
10,D,1,1,E,14,2,2,2,3,2,3,0.011636197407657273,4.9046748251469375e-05,0.004215015140529831,2.2082021466985444,1.5345627027902442,0.694937601199487,1.6666666666666667,2.4788152692506333,6.883655559312775
11,D,2,1,E,18,2,3,3,4,3,3,0.0006337914952682167,5.741608004142517e-05,0.09059143341317168,2.618164625944076,2.287619617286626,0.8737493412820595,1.7,2.652808979639603,8.758337634122364
12,D,3,1,E,14,2,2,2,3,2,3,0.012236833975570169,0.0005692984532175879,0.046523345364834184,3.500810689995029,1.990364456626761,0.5685438696571128,1.9666666666666666,4.265803784136178,7.048400012004167
13,D,5,1,E,15,2,2,3,3,2,3,2.2029819403941904,0.07496596727893141,0.034029315403973484,33.56125897688355,2.255112692592285,0.0671939242251183,2.533333333333333,5.593831369891554,8.197943758608977
14,E,1,1,E,17,3,2,3,3,3,3,12.470683521255333,0.5917081950997256,0.04744793612083924,14.900422372599511,12.69065019805306,0.8516973466060924,4.166666666666667,4.268709962466694,12.110437893420592
15,E,2,1,E,20,4,2,3,4,3,4,0.0041260087654745765,0.004014548553359138,0.9729859487822444,2.842052242801499,2.1323666776070005,0.7502911612578453,2.6666666666666665,1.822144886545035,11.681219552428068
16,E,3,1,E,19,3,2,3,4,3,4,0.02981114101055057,0.00022777486960802603,0.007640595491712759,0.6705764877107107,0.20303781536430993,0.30278099379455314,1.7333333333333334,1.2563021596339827,9.405379690175415
17,E,4,1,E,19,3,2,3,4,3,4,0.0004871927574228726,7.927233506829826e-05,0.16271246618613341,83.51273876111904,19.479849372575956,0.23325602371030338,1.3,0.6046214507065937,8.796365925767422
