,User,Trial,Gesture Frequency,Self-Claimed Level,GRS,Respect for Tissue,Suture/Needle Handling,Time and Motion,Flow of Operation,Overall Performance,Quality of Final Product,S - Volume of Motion,S - 80% Volume of Motion,S - 80% V / V Ratio,M - Volume of Motion,M - 80% Volume of Motion,M - 80% V / V Ratio,Time to Completion,S - Economy of Motion,M - Economy of Motion
0,B,1,1,N,13,3,2,1,2,2,3,1.823304338795467,1.3596820959687281,0.7457241597236463,4.378781098837214,3.973921882878211,0.9075406587311446,7.3,6.7650324581205155,14.074185094869744
1,B,1,2,N,13,3,2,1,2,2,3,0.004374932331880772,0.6968097075821104,159.27325378368852,0.36392445069208895,0.4201857698856526,1.1545961506201887,4.733333333333333,3.3235960098883175,5.011429583700298
2,B,1,3,N,13,3,2,1,2,2,3,0.3404269923393085,0.32535090042683196,0.9557141699931655,1.1379306745334672,0.38045655996999933,0.3343407190653159,8.6,5.569226503926975,9.533847597120456
3,B,1,4,N,13,3,2,1,2,2,3,3.5642914841021938,0.08508678940548645,0.023872006480109436,52.00495965156163,8.060684167798732,0.15499837365140004,10.3,10.712847249856205,25.687647633398512
4,B,2,1,N,17,4,2,2,3,3,3,0.8749045467570569,0.20076984650583454,0.2294762865846487,206.32585809436424,35.411743038141395,0.17163017454625412,11.533333333333333,6.542243996731709,31.299091446009694
5,B,4,1,N,10,1,1,2,3,2,1,1.5062022022856973,1.0029375002859495,0.6658717526531087,6.748825528843394,6.264068555526421,0.9281716542759626,4.466666666666667,4.320475075674283,11.178909915442258
6,B,5,1,N,12,2,2,1,3,2,2,0.6460799625667649,0.25028985011173377,0.38739763591703896,37.66703324160078,38.0274434709613,1.0095683200492274,11.466666666666667,3.259729215836101,32.38008680847324
7,C,1,1,I,26,4,4,4,5,4,5,0.10240708845635489,0.0018870850177761583,0.01842728903068482,66.71595943099484,0.6251423727877519,0.009370207340484169,3.7666666666666666,2.4524065349241075,5.799777665798006
8,C,1,2,I,26,4,4,4,5,4,5,0.03758822308917419,0.0540024364359928,1.4366850039140604,5.396926939678588,2.785048622809121,0.5160434176592695,5.033333333333333,2.4009073819870443,9.640963011542292
9,C,2,1,I,20,3,3,3,4,3,4,0.3740671403374731,0.2733496023768407,0.7307501057971363,70.28160395944002,62.31275258267974,0.8866154024976557,7.533333333333333,4.061504235840518,23.56375958691324
10,C,2,2,I,20,3,3,3,4,3,4,1.1733599955487133,0.13436738821997915,0.11451505823423204,9.842274535058463,4.119249517120966,0.41852617527057207,5.9,4.28900247520665,12.417336612984426
11,C,3,1,I,26,4,4,4,5,4,5,0.9135137300730243,0.8580934343593798,0.9393328267663648,27.116005307067415,11.123545087283357,0.4102206413266986,7.133333333333334,5.613518358014065,21.544577436700024
12,C,4,1,I,30,5,5,5,5,5,5,0.3486152499176375,0.2801561180923353,0.8036255389244272,75.2276429606361,147.81916059684966,1.9649580231325081,3.8333333333333335,3.1329530632391256,20.23285920358793
13,C,5,1,I,17,3,2,2,3,3,4,0.026086843483576982,0.29580646520229953,11.33929696739757,1.3992724640036198,7.4459976143120565,5.32133505508102,2.466666666666667,2.0514284190968786,4.499230374452963
14,C,5,2,I,17,3,2,2,3,3,4,0.34834697877191395,0.10603252286743627,0.304387663246716,3.2756235829659093,6.077978155196308,1.8555178888085213,4.033333333333333,3.4857014948933,10.855547220955664
15,D,1,1,E,14,2,2,2,3,2,3,0.007376042176768404,0.0014669401434567644,0.19887903408104712,397.38974923478264,7.304237161729295,0.018380537434079268,5.1,3.1739006443468996,17.206632012673662
16,D,3,1,E,14,2,2,2,3,2,3,0.07863292695595987,0.016834502331710466,0.21408973293260475,0.06061956681499987,0.07955997172986545,1.3124470515051407,2.1666666666666665,1.7505939510527897,3.6788096780680744
17,D,4,1,E,8,1,1,1,2,1,2,1.0224862417402551e-05,6.0689318460293124e-05,5.935465533208631,0.14459888550501523,0.1260321957942933,0.8715986665742458,2.8,0.833312045589926,3.329598622236695
18,D,5,1,E,15,2,2,3,3,2,3,0.2726491879425378,0.0010543519507706738,0.003867064335408488,14.848466747524684,2.8166402968030386,0.1896923328647779,2.8666666666666667,1.0777008431138462,7.851559112619917
19,E,3,1,E,19,3,2,3,4,3,4,0.16352591581830497,0.01170792340539908,0.07159674567062417,7.3699326383170405,11.2682426847589,1.5289478530881195,5.733333333333333,6.211415126991972,8.58032948521304
20,F,1,1,I,24,4,4,3,4,4,5,0.008912463241602405,2.7515027270913494e-05,0.0030872528194535883,0.9949807033803592,0.8579615105918007,0.8622895978554681,1.6666666666666667,0.8278026109399763,2.9063007966167183
21,F,2,1,I,26,4,4,4,5,4,5,0.017605387555619093,0.010660003282283021,0.6054966554190214,0.019281070884166533,0.037862549145345155,1.963716090916796,2.9,1.5712620859064954,3.209232922179307
22,F,3,1,I,29,5,5,4,5,5,5,0.4641210942497478,0.016029620126905966,0.03453758151806882,0.08838730072107664,0.2023927681964383,2.289839903982679,2.6666666666666665,1.7486896568868346,2.3236227168982015
23,F,4,1,I,24,3,4,4,5,4,4,0.0071212157323440875,0.0010475692737870789,0.14710539789281893,1.3510420521648623,0.1823019556550531,0.13493433114308978,2.6666666666666665,1.1292665704614326,4.38050752821613
24,F,5,1,I,29,4,5,5,5,5,5,0.026114679860538354,0.008432018352901626,0.32288423208446715,0.225764636850106,0.20471931217544614,0.9067820143655506,2.3,1.1743610764671362,2.261498324226154
25,G,1,1,N,13,3,1,1,3,1,4,0.0030138051943251615,0.04224011776312447,14.015543487236805,0.028581760547684496,6.683641612996217,233.84289438173468,7.2,2.6875444583200827,5.97036762204802
26,G,1,2,N,13,3,1,1,3,1,4,0.0052279206703984005,0.005072903953456618,0.9703483035196918,9.31970440154068,6.1525730699025765,0.6601682633716869,6.7,4.940604093960154,11.853425425762701
27,G,1,3,N,13,3,1,1,3,1,4,0.18771275472546795,2.024537166308943,10.785293568728731,0.003132299487157953,0.305266418806346,97.4576090370353,4.5,2.7319840624757084,5.030270500565311
28,G,1,4,N,13,3,1,1,3,1,4,10.009064149547374,0.7163176827633037,0.07156689896884083,15.367293766379898,0.08378089372217126,0.005451896410379332,13.233333333333333,11.494465038594045,16.89032647395798
29,G,1,5,N,13,3,1,1,3,1,4,1.826718143256678,2.5743596690192283,1.4092812722764405,11.573861894868532,30.493038715019644,2.6346468440701933,14.966666666666667,6.992037265239625,17.195214794811918
30,G,1,6,N,13,3,1,1,3,1,4,2.4042777511509534,2.2639788601368362,0.9416461384517847,4.036368419022634,1.8543388395160783,0.45940772670228347,20.933333333333334,14.410769721834779,20.62571677216484
31,G,1,7,N,13,3,1,1,3,1,4,42.2339394049784,80.27674709654937,1.9007638933887046,7.339592534102522,31.483432415627995,4.289534094616842,17.5,16.844848655300275,30.048795138031455
32,G,2,1,N,18,3,2,2,4,3,4,0.03176671897816109,0.01250594936984703,0.3936808638765807,0.002436292301763509,0.017481238338016496,7.175345226581682,3.1,1.4068103722635736,2.1814214256385633
33,G,2,2,N,18,3,2,2,4,3,4,0.10253404217148436,0.7147024236111833,6.970391574106385,4.9139402950512725,3.880906645376256,0.789774887839935,6.9,5.525327144960697,11.94240392409401
34,G,3,1,N,13,3,2,1,2,2,3,6.436761069978447,3.943082230331189,0.6125879440705094,0.4620337966444259,1.9182661197628064,4.151787452983823,13.5,16.42408697703333,16.57526361918973
35,G,3,2,N,13,3,2,1,2,2,3,0.0027085682733573933,0.0008421467393157814,0.31091951700072984,7.760479740321158,1.2799312730935737,0.16492940074869716,6.033333333333333,0.9798910271746619,5.157391403600028
36,G,3,3,N,13,3,2,1,2,2,3,0.16319604466167803,0.5355864574979274,3.2818593036874915,6.414349914490234,3.485971910652681,0.5434645688377169,19.433333333333334,11.612512073754251,16.361993085357042
37,G,4,1,N,21,4,3,3,4,3,4,1.615548698314816,2.205989683243565,1.3654739628366759,3.6482259214927937,2.7839636740896236,0.7631006779729452,13.133333333333333,9.327760679196833,11.919531804339108
38,G,5,1,N,23,4,3,4,4,4,4,0.05067400210359112,0.029096810920585522,0.574196031746297,0.4148250763614912,0.4152330173699001,1.000983404889567,3.4,1.2168849854523234,3.527813963111431
39,H,1,1,N,14,2,2,2,3,2,3,0.6046269179551493,0.06158855650540242,0.10186208168451243,18.652550329541814,7.6681452803948815,0.4111043875994862,7.8,4.834778085384565,15.613474536727725
40,H,3,1,N,25,4,4,4,5,4,4,0.5453771587810144,0.019302368629074276,0.03539269717898979,26.98695255657324,11.151218425580243,0.4132077677982996,6.266666666666667,3.302700214356709,15.979446178853893
41,H,4,1,N,19,3,3,3,4,3,3,0.8798001877230268,0.04693838955849792,0.053351192933906,35.042708484176245,8.47718374143313,0.24191006084078961,6.233333333333333,2.3829131715035805,17.513567021799766
42,H,5,1,N,21,4,3,3,4,3,4,0.024065535980922228,0.006092905843711896,0.2531797275798055,88.21705666672781,0.0012885091402197735,1.460612254484513e-05,6.266666666666667,1.8798773455150184,27.792077702590284
43,I,1,1,N,17,3,3,2,3,3,3,1.191017890253933,4.955404908127248,4.160646912760246,101.32782828110591,8.245122591233585,0.08137076192297128,6.433333333333334,4.444512042953852,27.00451453529047
44,I,2,1,N,23,4,4,3,4,4,4,0.32085762223996556,0.07355173670367213,0.2292348119710981,38.31695035289749,8.707531754307645,0.22725012492152027,11.8,3.852331128621996,18.805567363532802
45,I,3,1,N,17,3,2,2,3,3,4,1.1024119086140176,0.882905018901364,0.8008848707116891,11.333335876743957,3.9373512780011044,0.34741327009292666,9.866666666666667,6.926906354525963,18.030205765176152
46,I,4,1,N,23,4,4,3,4,4,4,0.00996697297617853,0.01876752978293109,1.882971873986841,52.253363768233484,116.51659288776406,2.229839085662812,7.166666666666667,4.597007822062458,18.789965144622126
47,I,5,1,N,19,3,3,3,4,3,3,0.4528469595941779,0.4345508839576167,0.9595976626342874,28.765136536604246,8.134601336564513,0.2827937675947778,9.2,4.153436582628829,21.753076959390608
