,User,Trial,Gesture Frequency,Self-Claimed Level,GRS,Respect for Tissue,Suture/Needle Handling,Time and Motion,Flow of Operation,Overall Performance,Quality of Final Product,S - Volume of Motion,S - 80% Volume of Motion,S - 80% V / V Ratio,M - Volume of Motion,M - 80% Volume of Motion,M - 80% V / V Ratio,Time to Completion,S - Economy of Motion,M - Economy of Motion
0,B,1,1,N,8,1,1,1,2,1,2,7.9294175264724975,7.543400204507177,0.9513183256302754,206.68447509097098,116.00778309829069,0.5612796173840853,9.1,9.01282481018872,27.2441067333734
1,B,2,1,N,8,1,1,1,2,1,2,0.028356309818317407,0.13600837200893506,4.796405910372631,604.5403493876628,29.26770171522745,0.0484131485100583,4.933333333333334,3.5188102430820996,15.258073508741433
2,B,3,1,N,14,2,2,2,3,2,3,0.11322019557158196,0.03802027280944811,0.3358082241203187,942.8754912227379,0.9335163866884053,0.0009900738701753766,9.066666666666666,3.227602321643283,20.641297131332255
3,B,4,1,N,19,3,3,3,4,3,3,0.002969868609272616,0.0011378994318591578,0.3831480720414273,110.07622765297062,0.983114341155465,0.008931213960700568,5.133333333333334,1.0028718272503678,13.565507578774204
4,C,1,1,I,11,1,2,1,3,2,2,3.7769835169902524,13.81696522508965,3.658201091674319,12.9429361329465,147.97735227826243,11.433058987410373,4.133333333333334,8.770728485215258,21.674392400087957
5,C,2,1,I,9,1,1,1,3,1,2,84.22446884341413,3.862186673466142,0.04585587450419573,171.10951746286193,4.091753147770572,0.023913065786411662,3.8333333333333335,6.1878498362730525,24.33189800845903
6,C,3,1,I,7,1,1,1,2,1,1,4202.146315686273,1.0790439420314464,0.00025678400059594845,11.10252688674874,30.492596177763286,2.7464555131280326,4.266666666666667,8.776403961917227,16.404084367459433
7,C,4,1,I,12,1,2,1,3,2,3,0.15692747147239025,0.266325157230125,1.6971225925664783,2.991722370209359,0.5464884441337873,0.1826668308448502,3.033333333333333,4.470845003150142,10.470482092015052
8,C,5,1,I,12,1,2,1,3,2,3,0.6903505581247608,0.0422808004847429,0.061245406391200276,9.468834767965403,39.080265443085835,4.127251810888145,3.2666666666666666,4.295603973978146,21.147538406681022
9,D,2,1,E,11,1,2,1,3,2,2,0.5835094168713171,7.328312065027078e-06,1.255902964569158e-05,9609.516320332954,17.392108849390983,0.0018098838973394215,5.0,6.69907843017628,20.976401375968837
10,D,4,1,E,12,2,2,1,3,2,2,18.20191569124461,9.903041957699509,0.5440659173288567,156.22754159955042,99.17255847770511,0.6347956158198325,12.533333333333333,14.272548821641662,31.032926949027793
11,D,5,1,E,13,2,2,1,3,2,3,6.934070270679616,0.2830560874893445,0.04082105840291721,41.93400547852626,0.23825746912923754,0.0056817245672189706,3.566666666666667,6.293311825076865,14.812932585295002
12,E,1,1,E,13,2,2,2,3,2,2,21.60985209467833,9.718578575575165,0.4497290649188883,91.26028320128529,70.45091963063406,0.7719778764574537,9.433333333333334,22.352978046742592,21.074292890282315
13,E,3,1,E,13,3,2,1,3,2,2,10.954411956883355,9.072188605048773,0.8281766872340545,240.24429649381742,206.96854966260116,0.8614920424049585,9.233333333333333,22.338286560518387,41.6228529923106
14,E,4,1,E,14,2,3,1,3,2,3,2.2501937448295934,2.6570982065812196,1.1808308563147485,36864.58480013791,2290.875835806188,0.0621429984421693,5.9,7.961032514122217,22.901921158598565
15,E,5,1,E,17,3,3,2,3,3,3,25.99567260588322,9.654228163917876,0.3713782793884308,888.8527210034557,261.23684304448017,0.29390340702288803,6.533333333333333,12.169258220530914,24.281219642702045
16,F,1,1,I,22,3,4,3,4,4,4,3.0230288349484913,3.017947787751192,0.9983192197379799,201.67567131119472,404.391478481225,2.0051574681867828,4.933333333333334,10.42233099053173,18.16171066409504
17,F,3,1,I,15,1,4,3,4,2,1,0.015883004109419622,0.07073899891108174,4.453754366853627,59.48634491553753,0.008911717567393361,0.00014981114708000266,1.7333333333333334,6.861689602853707,13.653499241616334
18,F,4,1,I,24,4,4,4,4,4,4,77.31860019491812,91.82286263211586,1.1875908565420594,1.3724116504348156,1.0708127105732295,0.7802416353970533,3.1,11.819789410666546,17.165143419603105
19,H,2,1,N,19,3,3,2,4,3,4,43.62017977188012,0.34536912622466376,0.007917645640867051,5.902668149613993,20.52080287680821,3.476529995702058,4.666666666666667,7.136898802397713,17.631411081842785
20,H,5,1,N,21,3,4,3,4,3,4,0.7914621057617104,0.012144960298206622,0.015344967509869852,79.52362887692207,27.414081725188442,0.3447287568782474,5.333333333333333,3.8273453454983692,21.843746189847142
21,I,2,1,N,12,1,3,2,3,2,1,0.0038014249237009407,0.12379451461497236,32.56529251522088,37.84481622455786,35.857401352944514,0.9474851493578216,3.8333333333333335,5.342656047328005,20.99530263579456
22,I,3,1,N,14,2,2,2,3,2,3,1.6356028684198551,6347.505117636254,3880.835158823447,1.4343262005668576,101.73470917151214,70.92857198823094,3.3333333333333335,7.8422094589988145,19.42466266079692
23,I,4,1,N,18,2,3,2,4,3,4,3.10415313339894,3.6570082937381705,1.1781017677223524,46.26655545830357,132.63933606458312,2.8668513303118184,3.433333333333333,5.624519153870116,16.864564404935003
24,I,5,1,N,23,4,4,3,4,4,4,1.0405123997936911,1.6480652565909613,1.5838977574104196,1637.463741180212,64.55984977185821,0.0394267354740486,4.466666666666667,10.574945583656072,16.374565352554622
