,User,Trial,Gesture Frequency,Self-Claimed Level,GRS,Respect for Tissue,Suture/Needle Handling,Time and Motion,Flow of Operation,Overall Performance,Quality of Final Product,S - Volume of Motion,S - 80% Volume of Motion,S - 80% V / V Ratio,M - Volume of Motion,M - 80% Volume of Motion,M - 80% V / V Ratio,Time to Completion,S - Economy of Motion,M - Economy of Motion
0,B,1,1,N,13,3,2,1,2,2,3,0.019034682565544518,0.5001259231882154,26.274455666180344,3.6299431220818126,0.022181267940072056,0.006110637878907275,4.633333333333334,2.2821059705867426,9.6111854424829
1,B,2,1,N,17,4,2,2,3,3,3,8.285732024782195e-05,0.00010898642701458057,1.3153506134232658,2.2483200072570653,20.493032486056,9.114820141220624,2.433333333333333,0.2839724858544592,7.958080633125809
2,B,3,1,N,14,3,2,2,2,2,3,0.0030840112238799825,0.0001463212382291653,0.04744510561316282,2.4353810921679115,6.6926592028917415,2.748095246536596,3.1666666666666665,1.8112550900799727,7.956835445373139
3,B,4,1,N,10,1,1,2,3,2,1,1.5980876476600725e-05,1.2912184691400567e-06,0.08079772539576692,0.6178554740620359,0.0529406654086401,0.08568454538500145,1.5,0.09849763151337684,2.3504447895403535
4,B,5,1,N,12,2,2,1,3,2,2,0.320262718682308,1.0424759833757624e-07,3.2550650530443744e-07,0.00032518918179851426,6.464187933557334e-05,0.19878237946926894,0.3333333333333333,0.007311065522455302,0.40588929780049354
5,C,1,1,I,26,4,4,4,5,4,5,0.00035025814208806077,1.2123088996112436e-05,0.03461186918836704,324.165790105635,0.47129279644480393,0.0014538634576190938,1.3666666666666667,0.520208165365771,4.303597542817204
6,C,3,1,I,26,4,4,4,5,4,5,0.006279190575202661,0.0017908206668293875,0.28519928570118114,0.42200027274092655,0.44853359784775076,1.0628751373417085,1.2,0.6244306000710695,3.406199122789388
7,C,4,1,I,30,5,5,5,5,5,5,2.662242536884632e-06,3.5778043582523063e-05,13.439062402026934,0.019821452746268835,0.0565987886645036,2.855430900500352,0.9333333333333333,0.3878140560320029,2.8045529191433682
8,C,5,1,I,17,3,2,2,3,3,4,5.679264056179188e-05,1.3540620358971308e-05,0.23842209527550948,0.0670981474537104,0.06383791730299655,0.9514110258712729,1.0666666666666667,0.25006181205377376,3.389162277596071
9,D,1,1,E,14,2,2,2,3,2,3,2.386496019333009e-05,4.209831950008553e-05,1.7640221965193723,0.7615728294109956,0.28241190071930694,0.3708271747794965,0.9,0.3022327640703347,1.9838802332262668
10,D,2,1,E,18,2,3,3,4,3,3,3.511498276009631e-07,6.8143895779928035e-09,0.01940593172022424,0.3869268220646418,0.17941971511723903,0.46370451694161524,1.5333333333333334,0.04013867797171081,2.818646575728555
11,D,3,1,E,14,2,2,2,3,2,3,5.983621881219269e-07,2.431140462362166e-07,0.40629914634023934,0.861444037718315,1.056449344081149,1.2263702548564148,2.566666666666667,0.1306904719131302,3.8940760701161006
12,D,4,1,E,8,1,1,1,2,1,2,0.10670076727381654,1.5249684079127052e-06,1.4292009765959007e-05,0.1967942635635278,0.8899685241539722,4.522329604727927,1.9,1.232423368977321,5.284851483496661
13,D,5,1,E,15,2,2,3,3,2,3,2.5155391530562193e-09,5.068862127292324e-10,0.20150201681949495,0.0013271296869480425,0.06344270234769984,47.80444817988887,1.2,0.0111478265631673,2.421037528891527
14,E,1,1,E,17,3,2,3,3,3,3,0.00245656241273151,1.414689034970109e-06,0.0005758815764819437,1.505962477646051,0.732415316134234,0.4863436685879865,3.6333333333333333,0.9431234320538497,5.720338755192657
15,E,2,1,E,20,4,2,3,4,3,4,3.2436194689942055e-07,3.857974889015108e-08,0.11894042830527848,0.0267895058826188,0.011355944129760103,0.42389524388831346,1.8,0.0796287380736445,3.3551044192481854
16,E,3,1,E,19,3,2,3,4,3,4,3.551864258493405e-06,3.5341328717192666e-06,0.9950078647482831,3.4280676423786662,0.06667313263875048,0.019449188170769977,2.7333333333333334,0.1034708452178635,4.021261487775191
17,E,4,1,E,19,3,2,3,4,3,4,0.01921808928749803,0.0008513375055194471,0.0442987589860595,0.3471289682368443,7.981486651703116,22.992856782431907,2.433333333333333,1.9728276088122163,6.056574518674647
18,E,5,1,E,19,3,2,3,4,3,4,7.256160138341729e-07,2.3804775790993963e-07,0.32806298837327114,6.314461742896811e-06,0.009797931221349908,1551.6653073987945,1.6,0.0480443359713224,1.1570678254342133
19,F,1,1,I,24,4,4,3,4,4,5,7.051319944052007e-05,0.0006038888555852537,8.564195928943084,0.4889988826517971,0.8732648119593869,1.7858216919101126,1.6666666666666667,1.3341036231636918,5.698267479406465
20,F,5,1,I,29,4,5,5,5,5,5,5.688408415754971,0.00018447642015332819,3.24302347282925e-05,1.8908067713868193,0.02249866256062245,0.011898975030706454,1.8666666666666667,3.6842368099766385,5.054633466107664
21,H,1,1,N,14,2,2,2,3,2,3,0.5842268127031545,160.65588914746118,274.9889009785835,47.7968376392722,9.056150216162251,0.18947174464783587,2.5,4.910596606787311,7.898933438032211
22,H,3,1,N,25,4,4,4,5,4,4,0.00025117403180751377,0.00023882455238214757,0.9508329768945614,44.94166388423421,0.8976942178565834,0.019974654702793495,2.966666666666667,0.31680967491053236,8.575258447784398
23,H,4,1,N,19,3,3,3,4,3,3,0.00024549878197759365,0.00016406152952812484,0.6682783849538549,0.8289848033045778,0.5468207583534493,0.659626999401751,2.466666666666667,0.41670127205879953,5.44908972639022
24,I,1,1,N,17,3,3,2,3,3,3,9.099676509212473e-05,1.2508677939990225e-06,0.013746288593145585,0.0002219517089853751,0.556964074011925,2509.3930412071063,0.9666666666666667,0.1706935636987714,1.8359749637257279
25,I,2,1,N,23,4,4,3,4,4,4,2.1823210549286727e-07,7.363345965396326e-07,3.374089228881582,0.3941591865725151,0.5191954907461545,1.3172228592739799,1.8333333333333333,0.19761728039270868,3.6125856334972433
26,I,3,1,N,17,3,2,2,3,3,4,0.055735124720653915,0.00010305809377747605,0.0018490690438750473,38.359593747973804,3.731557548842095,0.09727833859135174,3.8666666666666667,1.6559789531929592,19.126285209487786
27,I,4,1,N,23,4,4,3,4,4,4,0.0027583603877038964,0.0006162204877723294,0.22340100681524114,4.293762241597008,1.0431342117001645,0.24294177297348082,2.0,1.5180716935300462,6.391252540252794
28,I,5,1,N,19,3,3,3,4,3,3,0.016245503245081394,0.0014485520088023107,0.08916633649012287,4.145168892741199,8.720342624802619,2.10373638576542,2.6,1.035572702400306,15.465249919776344
