,User,Trial,Gesture Frequency,Self-Claimed Level,GRS,Respect for Tissue,Suture/Needle Handling,Time and Motion,Flow of Operation,Overall Performance,Quality of Final Product,S - Volume of Motion,S - 80% Volume of Motion,S - 80% V / V Ratio,M - Volume of Motion,M - 80% Volume of Motion,M - 80% V / V Ratio,Time to Completion,S - Economy of Motion,M - Economy of Motion
0,B,1,1,N,13,3,2,1,2,2,3,0.23529694970115336,0.0037570562122144825,0.01596729671585737,0.4762580278491097,3.71413373776837,7.798574555356574,4.633333333333334,4.810931674876032,4.55333172851949
1,B,2,1,N,17,4,2,2,3,3,3,0.43960168833790014,2.2813766837757914,5.189644954280088,0.0007504650169600959,0.0008876908365970178,1.182854385661815,2.433333333333333,3.983958317431504,0.564717883562465
2,B,3,1,N,14,3,2,2,2,2,3,0.31001069514412666,0.7491000459826055,2.4163683954011406,0.02638632351350874,0.019152441638283203,0.7258472984490592,3.1666666666666665,3.9862967021844558,3.6163291167071336
3,B,4,1,N,10,1,1,2,3,2,1,0.09689688238021733,0.006719305737429726,0.06934491154280474,2.194945078263078e-07,36.03824782069106,164187469.5525828,1.5,1.1777302127360763,0.19373646543688894
4,B,5,1,N,12,2,2,1,3,2,2,3.512765020725264e-05,4.2218348439780746e-05,1.20185518219104,2.2393858535928424e-09,2.7130953719547734e-07,121.1535460761225,0.3333333333333333,0.20564173647527303,0.014544647287496729
5,C,1,1,I,26,4,4,4,5,4,5,1.0883206645975205,0.03187770996994247,0.02929073296768778,0.00026105713832266054,0.0002516648849429262,0.9640222311480112,1.3666666666666667,2.1591322733509637,1.013733022565978
6,C,3,1,I,26,4,4,4,5,4,5,0.05146937392752625,0.05301464772501988,1.0300231706659095,0.06707015441442186,0.00017400465147656227,0.0025943678376137247,1.2,1.705760842713653,1.243273220160497
7,C,4,1,I,30,5,5,5,5,5,5,0.0014496556609664652,0.006979202303346932,4.814386265145197,4.181119615123722e-06,0.00010133614679887386,24.23660553319885,0.9333333333333333,1.413994412010072,0.7725476115203862
8,C,5,1,I,17,3,2,2,3,3,4,0.00369535350730127,0.01760612160823613,4.764394414079735,0.0005328717554672388,7.491328479301254e-05,0.1405840786725996,1.0666666666666667,1.6979865760311907,0.4970493897450549
9,D,1,1,E,14,2,2,2,3,2,3,0.10703317483628771,0.06135675973400799,0.5732499276776201,4.978599278339459e-06,7.393088967271707e-05,14.84973695199178,0.9,0.99455611749417,0.5975771236618721
10,D,2,1,E,18,2,3,3,4,3,3,0.03784385704367499,0.011142603067609223,0.29443624244615774,9.83068762201587e-07,1.1149284042882997e-07,0.11341306398459985,1.5333333333333334,1.4213337425877626,0.08049415818692252
11,D,3,1,E,14,2,2,2,3,2,3,0.1111660948062344,0.13442739954169913,1.20924819546832,2.350033292582325e-06,6.816661930309315e-07,0.2900666110486823,2.566666666666667,1.9510515698381083,0.2588250454693595
12,D,4,1,E,8,1,1,1,2,1,2,0.017982878123298397,0.11079364262769198,6.1610628659129425,0.06467917416363685,4.1774543752880975e-06,6.458731777742296e-05,1.9,2.6544746818124905,2.4552801875233827
13,D,5,1,E,15,2,2,3,3,2,3,0.00019544061519009067,0.008251785026055619,42.22144418666364,1.6547381295415905e-09,1.2784970038494701e-08,7.726279953454932,1.2,1.21105019346165,0.021932325617570178
14,E,1,1,E,17,3,2,3,3,3,3,0.2041792529972282,0.0870553007508046,0.426367025409709,0.10360627401685468,1.0664433608548342e-05,0.00010293231476322998,3.6333333333333333,2.8673076255361654,1.8814522933469056
15,E,2,1,E,20,4,2,3,4,3,4,0.0032876015044792945,0.0013572239709260209,0.4128310469127201,1.6424384420806742e-06,1.8344159206305458e-06,1.1168856461412768,1.8,1.6795948420770415,0.16051389253043388
16,E,3,1,E,19,3,2,3,4,3,4,0.4594175714993284,0.008242654062839297,0.017941529828602445,1.9952917261994063e-05,2.807373163877734e-05,1.4069988498499741,2.7333333333333334,2.0165736611583758,0.20515184563238428
17,E,4,1,E,19,3,2,3,4,3,4,0.046956031323993695,0.916435939383491,19.516895136646877,0.18061821152427687,0.0020417261571132215,0.011304099071088373,2.433333333333333,3.029351946545229,3.941911787938641
18,E,5,1,E,19,3,2,3,4,3,4,1.4577651041131849e-06,6.802595439140864e-05,46.664551236319696,6.623709171895074e-06,8.024425581959947e-06,1.2114700953369486,1.6,0.5816698284645392,0.09441458816612375
19,F,1,1,I,24,4,4,3,4,4,5,0.06899662458916646,0.1540188615908987,2.2322666146059853,0.0008383363474024144,0.0038256704217839964,4.563407555497072,1.6666666666666667,2.8556156585674275,2.6538280187071863
20,F,5,1,I,29,4,5,5,5,5,5,0.23739006667333953,0.0025658271619700464,0.010808485788500794,43.46170275337329,0.0017328440405644005,3.9870597118515e-05,1.8666666666666667,2.5340519252265095,7.348274901887754
21,H,1,1,N,14,2,2,2,3,2,3,4.627930253298419,1.0667706280107727,0.23050706679307967,4.495320638013808,2003.151105758382,445.608059371588,2.5,3.9556461310710116,9.81630334330605
22,H,3,1,N,25,4,4,4,5,4,4,0.0815733580625437,0.1495080191444977,1.8328045172526468,0.002092562088650403,0.0016422496547565373,0.784803310574983,2.966666666666667,4.302278342933897,0.627764598918829
