,User,Trial,Gesture Frequency,Self-Claimed Level,GRS,Respect for Tissue,Suture/Needle Handling,Time and Motion,Flow of Operation,Overall Performance,Quality of Final Product,Volume of Motion,80% Volume of Motion,Time to Completion,Economy of Motion
0,C,1,1,I,11,1,2,1,3,2,2,0.1531852312208915,0.23098325433638187,3.0,6.936984300003072
1,C,2,1,I,9,1,1,1,3,1,2,5.234577844526927,0.5290110660461144,3.5,7.301539240124533
2,C,3,1,I,7,1,1,1,2,1,1,0.6870445539971608,0.23228637966760002,1.9666666666666666,7.058753415579989
3,C,4,1,I,12,1,2,1,3,2,3,0.623085013677629,0.022541098354551006,1.9333333333333333,6.29428814321954
4,C,5,1,I,12,1,2,1,3,2,3,0.0017805267484537442,0.45134797480067224,1.5333333333333334,5.538725550214954
5,D,1,1,E,9,1,1,1,2,1,3,13.414391341248121,0.44404083846291015,10.433333333333334,10.671781013683558
6,D,1,2,E,9,1,1,1,2,1,3,0.0004112217810435154,0.5493084163983843,3.466666666666667,3.3118021087374947
7,D,1,3,E,9,1,1,1,2,1,3,0.5048825771417952,1.5593653340536298,5.933333333333334,5.5037802243281
8,D,1,4,E,9,1,1,1,2,1,3,0.0001988964260459496,0.00033920450449902303,4.1,3.4850396531400545
9,D,2,1,E,11,1,2,1,3,2,2,20.861739462542975,0.635468290655574,4.966666666666667,8.07195918687235
10,D,2,2,E,11,1,2,1,3,2,2,9.06475184247998,0.046040002958825474,4.933333333333334,2.635707164567261
11,D,3,1,E,10,1,2,1,3,2,1,0.4537311454036106,0.6898604267826509,4.333333333333333,7.509208985655839
12,D,3,2,E,10,1,2,1,3,2,1,1.6412997837718122,1.0297471681703165,5.0,8.375178646995927
13,D,4,1,E,12,2,2,1,3,2,2,2.2943652753301857,0.4606159144381742,4.133333333333334,6.828696624493176
14,D,5,1,E,13,2,2,1,3,2,3,4.318191991632094,4.3959784183108,2.466666666666667,8.658595735968031
15,D,5,2,E,13,2,2,1,3,2,3,2.6330749788238883,0.021794252641499565,5.8,6.795206566654159
16,E,1,1,E,13,2,2,2,3,2,2,2.5230088441640888,2.673259716206434,5.466666666666667,9.078931444223668
17,E,3,1,E,13,3,2,1,3,2,2,3.843313413971941,16.04534034508103,12.0,17.741195621772025
18,E,4,1,E,14,2,3,1,3,2,3,23.36386825404726,10.69422098736232,6.033333333333333,8.291450857177807
19,E,5,1,E,17,3,3,2,3,3,3,7.931874887738076,0.7787022165548375,6.7,6.391727561780214
20,F,1,1,I,22,3,4,3,4,4,4,0.08887379612712455,0.014376756757345587,2.2,5.273193380238831
21,F,3,1,I,15,1,4,3,4,2,1,0.9176274431701463,0.1555801494814,6.166666666666667,10.4537921952423
22,F,4,1,I,24,4,4,4,4,4,4,33.13276606988165,0.042644821215561686,6.633333333333334,12.499466788010743
23,H,2,1,N,19,3,3,2,4,3,4,0.3286948568445312,3.4333653014083407,3.533333333333333,8.851733432125338
24,H,4,1,N,20,3,3,3,4,3,4,5.371870045358001,4.511215966773749,2.6333333333333333,7.14774472853572
25,H,4,2,N,20,3,3,3,4,3,4,2.0043512786126514,0.1279728294692467,5.0,7.414986880259546
26,H,5,1,N,21,3,4,3,4,3,4,23.35337560010918,22.536141167466763,6.033333333333333,8.79173845200498
27,I,2,1,N,12,1,3,2,3,2,1,79.1827242678964,21.087671647061516,10.6,23.013044322182374
28,I,3,1,N,14,2,2,2,3,2,3,20.464470805177022,0.49065510155483805,5.8,12.846689096861592
29,I,4,1,N,18,2,3,2,4,3,4,0.36902329332839184,1.4912749029616126,6.6,10.428498801330424
30,I,5,1,N,23,4,4,3,4,4,4,0.5330841600868274,113.06767381415278,6.633333333333334,13.55145303482285
