,User,Trial,Gesture Frequency,Self-Claimed Level,GRS,Respect for Tissue,Suture/Needle Handling,Time and Motion,Flow of Operation,Overall Performance,Quality of Final Product,S - Volume of Motion,S - 80% Volume of Motion,S - 80% V / V Ratio,M - Volume of Motion,M - 80% Volume of Motion,M - 80% V / V Ratio,Time to Completion,S - Economy of Motion,M - Economy of Motion
0,B,1,1,N,13,3,2,1,2,2,3,25.578289893888908,69.14795595126058,2.7033846374452586,1.6395298588028109,0.871283962574048,0.5314230527099164,6.966666666666667,12.7554906663592,6.42341631322669
1,B,1,2,N,13,3,2,1,2,2,3,8.79155654164229,4.367651072469068,0.4968006577425909,0.632114902172248,6.680972852724345,10.569238013160803,5.933333333333334,10.710821855289456,4.7041457253717525
2,B,1,3,N,13,3,2,1,2,2,3,0.678378267006547,0.6750437733437968,0.9950846101284109,3.447110616102724,0.18576091781067078,0.053888876365879614,4.7,7.205144132673512,7.244356901910477
3,B,1,4,N,13,3,2,1,2,2,3,0.1958376647561225,8.777613803664575,44.820866377238396,0.0969683332894964,0.013463939095713673,0.13884882454891162,3.066666666666667,5.29320052544687,2.6138027174314447
4,B,2,1,N,17,4,2,2,3,3,3,25.52752458349009,1060.0758158124786,41.52677680694829,2.5974841418417642,0.016292616534371182,0.006272460444289292,8.4,12.002712765403189,4.799850775472932
5,B,2,2,N,17,4,2,2,3,3,3,6.818447739201638,0.20952094149569866,0.030728539619228817,13.175569692622174,11.476430958847487,0.8710386895280785,5.333333333333333,10.144447166255755,9.357764204720729
6,B,2,3,N,17,4,2,2,3,3,3,4.980787944900101,2.105144134300847,0.42265283276240134,0.5540697358085362,0.04779336421825415,0.08625875251697482,9.666666666666666,12.467440828857741,6.057478798394709
7,B,2,4,N,17,4,2,2,3,3,3,0.17637033805706065,0.2350616382285564,1.3327730774803386,3.9303823146790373,13.372361552201431,3.402305547289601,5.366666666666666,7.11853735387914,7.244434731333525
8,B,3,1,N,14,3,2,2,2,2,3,93.60143813749544,91.00372250698108,0.9722470542952721,1.6247416681459383,0.059307047700545706,0.036502447658785964,5.933333333333334,11.688328617339504,5.5916679512220195
9,B,3,2,N,14,3,2,2,2,2,3,2.6998963388004324,3.948039230526433,1.4622928939118278,7.1636929554165585,11.707757219388437,1.6343186806374852,6.266666666666667,11.615230946672877,8.135576051660546
10,B,3,3,N,14,3,2,2,2,2,3,4.357811948902247,0.10053681574589628,0.023070480535816135,0.2739017896748946,0.0035019551471597537,0.012785440910467835,8.833333333333334,11.65046413731537,5.8207241344569125
11,B,3,4,N,14,3,2,2,2,2,3,4.324797217729003,0.5267335550375036,0.12179381564486323,3.1063787539731127,148.04457849299388,47.65825104348344,14.4,14.459435482604455,9.968814178617228
12,B,4,1,N,10,1,1,2,3,2,1,9.330907588402303,4.040286310683442,0.43300035633245887,4.204148403524174,1.182977980721264,0.2813834972451542,5.966666666666667,16.237378543955042,6.4934257992856175
13,B,4,2,N,10,1,1,2,3,2,1,14.053889632519638,418.10575743668795,29.750180794733357,5.683810230166329,0.36254479739462736,0.06378552110527061,6.166666666666667,14.615295701617603,9.242279877209596
14,B,4,3,N,10,1,1,2,3,2,1,10.648216568685434,0.021430767842653603,0.002012615699954656,4.667876557067383,59.61171655064456,12.770628319292127,4.633333333333334,14.392636073242096,9.841353468537827
15,B,4,4,N,10,1,1,2,3,2,1,28.704867634473995,0.7069449757437474,0.024628052104121882,12.25195296746219,5.888168948193194,0.4805902343757397,6.933333333333334,13.376967648812006,12.136855403732158
16,B,5,1,N,12,2,2,1,3,2,2,6.250573262249392,91.82858708716282,14.691226425864896,29.37429746493336,2.418463897163755,0.08233265493586304,4.9,16.1926153267546,13.085879800872336
17,B,5,2,N,12,2,2,1,3,2,2,25.177738458846612,19.48999679247673,0.7740964036278882,0.3918474277308741,2.2985319585589936,5.8658850253769055,5.9,22.241131109369817,10.312390140804023
18,B,5,3,N,12,2,2,1,3,2,2,9.548408715416578,13.082644118637326,1.3701386805441702,44.11960891272367,7.614928846545799,0.17259737867598654,4.8,14.350653849721906,9.725819914723456
19,B,5,4,N,12,2,2,1,3,2,2,7.932355322172069,32.56315349877302,4.105105252629612,141.05041271028315,0.0960250929194659,0.0006807856217812064,3.466666666666667,10.667822055860004,9.907245375868857
20,C,1,1,I,26,4,4,4,5,4,5,21.485387797644243,13.074203968805493,0.6085160804143833,4.816292984328709,0.053875853640986945,0.011186166168937108,2.4,17.02433367250031,5.69607857868265
21,C,1,2,I,26,4,4,4,5,4,5,73.94059331057711,0.0006764886101611197,9.149082795692807e-06,8.370591753607005,12.223191351961141,1.4602541506929898,7.033333333333333,21.93874705313118,9.507212515836965
22,C,1,3,I,26,4,4,4,5,4,5,12.956139970047701,0.6063827453165229,0.04680273188761254,121.85326779628159,145.72597842662037,1.1959135857583236,5.2,16.11494719601596,29.51796717762649
23,C,1,4,I,26,4,4,4,5,4,5,24.536900364305385,0.6040182167001178,0.024616728589679667,66.09549693033985,249.7421566702707,3.7785048644612194,6.8,20.9985970691566,21.85915101228993
