,User,Trial,Gesture Frequency,Self-Claimed Level,GRS,Respect for Tissue,Suture/Needle Handling,Time and Motion,Flow of Operation,Overall Performance,Quality of Final Product,S - Volume of Motion,S - 80% Volume of Motion,S - 80% V / V Ratio,M - Volume of Motion,M - 80% Volume of Motion,M - 80% V / V Ratio,Time to Completion,S - Economy of Motion,M - Economy of Motion
0,B,1,1,N,13,3,2,1,2,2,3,0.42702735864434327,0.1576813660468073,0.3692535451297274,0.4448523019658005,1.178559590864634,2.6493278457964227,9.766666666666667,6.702293698134265,5.58812048505362
1,B,1,2,N,13,3,2,1,2,2,3,0.8088248252007307,1167.5298584527684,1443.489148794383,0.03912375432413608,0.0265758204141896,0.6792758229185214,9.2,6.542922415950384,1.8489633159307295
2,B,1,3,N,13,3,2,1,2,2,3,2.959464574759327,1.3542951856022067,0.4576149338473978,12.05580399115217,1.835489606704818,0.15224945661458128,16.7,18.27489506758158,13.927129815851437
3,B,1,4,N,13,3,2,1,2,2,3,1.223977053059371,2.457467291578484,2.0077723560551757,721.2081373194897,0.04075652359986966,5.651145833066888e-05,7.5,4.897285828262818,8.376886560165497
4,B,1,5,N,13,3,2,1,2,2,3,1.6257952846086858,1.0890543922170937,0.6698594850945327,13.033633227222225,19.053351009212832,1.4618603022691894,11.7,11.30400805480375,10.81272512384023
5,B,1,6,N,13,3,2,1,2,2,3,7.015262634586695,2.1092810939248756,0.30067029615194785,3.5294304201454354,3.1707960269661424,0.8983874590267416,10.966666666666667,11.366737949806605,10.146954443816435
6,B,1,7,N,13,3,2,1,2,2,3,0.03581957064267743,1.529676399400854,42.70504564837839,6.567720479753268,22.575903238388413,3.4374031763356245,9.8,10.364144304863913,8.654996431794268
7,B,2,1,N,17,4,2,2,3,3,3,0.5497617266252931,0.029815953663590095,0.05423432046936958,0.15002196884453986,0.007506289052059987,0.05003459899821987,8.266666666666667,5.4896420339658185,8.58190279702262
8,B,2,2,N,17,4,2,2,3,3,3,0.6056782861699588,1.1557628779847844,1.9082125022069338,0.23355599701238688,538.4589002423866,2305.480943029816,10.866666666666667,6.924845888636013,11.807856176570162
9,B,2,3,N,17,4,2,2,3,3,3,0.22131662197619684,0.10299071271234954,0.4653546208717502,10.036710266420185,8.775901783634733,0.874380304968677,12.866666666666667,7.467564008008785,17.172042650423794
10,B,2,4,N,17,4,2,2,3,3,3,0.5024143265522454,0.4009641184319242,0.7980746114138297,2.5640836471813753,0.31993874807261896,0.12477703230326304,6.333333333333333,4.5231021910444795,8.718274507295918
