,User,Trial,Gesture Frequency,Self-Claimed Level,GRS,Respect for Tissue,Suture/Needle Handling,Time and Motion,Flow of Operation,Overall Performance,Quality of Final Product,S - Volume of Motion,S - 80% Volume of Motion,S - 80% V / V Ratio,M - Volume of Motion,M - 80% Volume of Motion,M - 80% V / V Ratio,Time to Completion,S - Economy of Motion,M - Economy of Motion
0,B,1,1,N,8,1,1,1,2,1,2,0.000433512453160794,0.00010451813853318149,0.2410960464252562,1.1078099529615494e-05,4.0720773284841416e-05,3.6757905248983422,0.8666666666666667,0.4610528447285197,0.3158460345896508
1,B,1,2,N,8,1,1,1,2,1,2,0.002903568881919955,0.000405597498122383,0.1396892977631672,0.0005326784801196225,0.047162540396027956,88.5384751894553,1.4333333333333333,1.1924884801049427,0.23572079401611248
2,B,1,3,N,8,1,1,1,2,1,2,0.2596737689940923,0.11022446991227776,0.42447286970593257,0.006843560810209833,0.005575374054913947,0.8146890499747015,5.166666666666667,5.041937596975973,1.328345969455487
3,B,1,4,N,8,1,1,1,2,1,2,0.007415573485669352,0.0003897261831982243,0.05255509691210975,0.0038007234643279717,0.00021822694624225108,0.05741721235192181,1.5333333333333334,0.6292730805273136,0.46150374871638544
4,B,2,1,N,8,1,1,1,2,1,2,9.355385822106804,0.025653122107356787,0.002742069925832282,0.0508209018999721,0.01323907945674151,0.260504614475344,3.4,4.844322007036478,1.471363864721813
5,B,2,2,N,8,1,1,1,2,1,2,0.013192742649273904,0.011040994143104558,0.8368990767596173,0.003977867305199054,0.0007630964410766431,0.19183556979874106,1.9666666666666666,0.9027324695647874,0.6170416593313258
6,B,2,3,N,8,1,1,1,2,1,2,0.8048765461973323,0.2592165642018574,0.3220575446340625,0.017158150441987943,0.016768119345910975,0.9772684650717062,9.033333333333333,7.20742684634595,2.192534451641191
7,B,2,4,N,8,1,1,1,2,1,2,0.012392765441410387,0.00019497202355492064,0.015732729266659258,0.0021391569536314335,0.001875592692709405,0.8767905924459625,2.433333333333333,1.4801734725103464,0.6542634233697111
8,B,3,1,N,14,2,2,2,3,2,3,0.05820354340402754,0.01104866016545801,0.1898279644035121,0.004485348650908259,0.0005002647049511103,0.11153306997658018,3.433333333333333,1.5932473777606213,0.6633626996851131
9,B,3,2,N,14,2,2,2,3,2,3,0.05882659912540129,0.026986149521848555,0.45874060243261544,0.0014393645649031792,0.00026344829515690516,0.18303097184737652,4.2,1.9063131944059921,0.8145558278486397
10,B,3,3,N,14,2,2,2,3,2,3,0.026945027043617592,0.034970167704786614,1.297833832127102,0.002479529764789298,0.008653045294055717,3.489792869976305,3.1333333333333333,2.40129642244504,0.7549329343251865
11,B,4,1,N,19,3,3,3,4,3,3,0.9477790545355624,0.311641553049605,0.32881245007288945,1.9942265009021931,0.0011883892839447765,0.0005959148990383721,5.666666666666667,4.276843806255553,1.1002750697814996
12,B,4,2,N,19,3,3,3,4,3,3,0.08565357669746253,0.05100677885964503,0.5955008632016192,2.9158400000741073e-06,3.0700210939265105e-06,1.0528770761936472,2.7333333333333334,1.6649998635155185,0.4014672772821579
