,User,Trial,Gesture Frequency,Self-Claimed Level,GRS,Respect for Tissue,Suture/Needle Handling,Time and Motion,Flow of Operation,Overall Performance,Quality of Final Product,Volume of Motion,80% Volume of Motion,Time to Completion,Economy of Motion
0,B,1,1,N,8,1,1,1,2,1,2,3.352513608631999e-07,7.502360267018608e-06,0.8666666666666667,0.15804195048430347
1,B,1,2,N,8,1,1,1,2,1,2,0.0042466945631499525,0.0002415800901009205,1.4333333333333333,0.11935481851381519
2,B,1,3,N,8,1,1,1,2,1,2,0.0008668405140733044,0.00069300770324903,5.166666666666667,0.667278861937881
3,B,1,4,N,8,1,1,1,2,1,2,0.0003411240382633407,5.6493592185953495e-06,1.5333333333333334,0.23119938821179958
4,B,2,1,N,8,1,1,1,2,1,2,0.006627143035049699,0.0018904469648125643,3.4,0.7376427289101032
5,B,2,2,N,8,1,1,1,2,1,2,0.0023016972554440918,8.989185244231938e-05,1.9666666666666666,0.30944318683138855
6,B,2,3,N,8,1,1,1,2,1,2,0.0021380018131775896,0.0021009885386851714,9.033333333333333,1.101609063285275
7,B,2,4,N,8,1,1,1,2,1,2,0.00026450162891397515,0.00024608873613484773,2.433333333333333,0.3267643964475867
8,B,3,1,N,14,2,2,2,3,2,3,0.00039534919049794676,6.72653757474845e-05,3.433333333333333,0.33506458811562245
9,B,3,2,N,14,2,2,2,3,2,3,0.00017847310921078767,4.641895118610424e-05,4.2,0.40707388801502536
10,B,3,3,N,14,2,2,2,3,2,3,0.0002895324963087259,0.0013803686548949817,3.1333333333333333,0.38146217063989374
11,B,4,1,N,19,3,3,3,4,3,3,0.37377070286973707,0.00041313349868169494,5.666666666666667,0.5547298605395153
12,B,4,2,N,19,3,3,3,4,3,3,8.249361748300815e-07,5.140385990699593e-08,2.7333333333333334,0.20150157253420994
13,B,4,3,N,19,3,3,3,4,3,3,9.611515693698234e-06,1.256414316118116e-06,2.6,0.22975311320425656
14,B,4,4,N,19,3,3,3,4,3,3,0.0001826154523540502,0.0002853371664766338,2.9,0.3513196077515392
15,C,1,1,I,11,1,2,1,3,2,2,0.000222660399047255,0.00012226291481154863,2.2333333333333334,0.4645397070480798
16,C,1,2,I,11,1,2,1,3,2,2,0.0017402876772687468,0.00023488740336851497,3.466666666666667,0.802572799653543
17,C,1,3,I,11,1,2,1,3,2,2,0.0027058704050852023,0.00015326261900605262,2.466666666666667,0.6778282918096822
18,C,1,4,I,11,1,2,1,3,2,2,0.002122170571555741,0.0388987294894085,3.6333333333333333,0.5997368914871364
19,C,1,5,I,11,1,2,1,3,2,2,0.0010526055075642184,9.287197975225618e-05,2.933333333333333,0.61574245326552
20,C,2,1,I,9,1,1,1,3,1,2,0.0020468149926011225,0.00027364935096364486,4.833333333333333,0.5910258281494537
21,C,2,2,I,9,1,1,1,3,1,2,5.598731451481433e-05,1.0633446643934026e-05,1.4,0.20710198004971497
22,C,2,3,I,9,1,1,1,3,1,2,0.016521426988086747,0.01320567050811318,2.066666666666667,0.8945539013127474
23,C,2,4,I,9,1,1,1,3,1,2,0.00019481343429071516,0.00235456747189596,2.8666666666666667,0.6298569807777132
24,C,3,1,I,7,1,1,1,2,1,1,0.024734578600373446,0.002812691659575811,3.4,1.0657825085142725
25,C,3,2,I,7,1,1,1,2,1,1,0.0013435340368271862,5.7928120746328096e-05,7.366666666666666,0.7738727917550916
26,C,3,3,I,7,1,1,1,2,1,1,7.140845558417483e-05,1.5892515236174194e-05,1.5,0.2807867359409363
27,C,3,4,I,7,1,1,1,2,1,1,5.163773482983416e-06,0.0005342145011831183,2.4,0.41119051948999347
28,C,3,5,I,7,1,1,1,2,1,1,0.00021908190939506282,0.0001474588323034441,5.233333333333333,0.5053660557227136
29,C,4,1,I,12,1,2,1,3,2,3,2.6962432006822568e-05,2.321067508645058e-05,2.033333333333333,0.36815832238058344
30,C,4,2,I,12,1,2,1,3,2,3,9.141220550452283e-05,0.0002555791353289047,2.1666666666666665,0.47413533977573147
31,C,4,3,I,12,1,2,1,3,2,3,0.00012042177643305612,0.00602046142330126,1.9333333333333333,0.32963426114006433
32,C,4,4,I,12,1,2,1,3,2,3,4.237927965924173e-07,9.188373120157911e-06,3.1666666666666665,0.41723924746844343
33,C,5,1,I,12,1,2,1,3,2,3,0.036503526562156004,0.0025108215199820274,3.9,1.5110337518692414
34,C,5,2,I,12,1,2,1,3,2,3,0.048324620236154116,3.16539818516862e-05,2.2,0.9594815519504476
35,C,5,3,I,12,1,2,1,3,2,3,0.002862049645610457,7.709484081841508e-06,1.8666666666666667,0.6436816385911227
36,C,5,4,I,12,1,2,1,3,2,3,0.0012320154981471287,0.0008572461553995217,2.6333333333333333,0.6092447265615214
37,D,1,1,E,9,1,1,1,2,1,3,8.647127158639192e-05,4.0194691047406845e-06,1.3666666666666667,0.22529766308857085
38,D,1,2,E,9,1,1,1,2,1,3,0.00036337068760299723,0.0006651621820107417,2.4,0.6417492070467309
39,D,1,3,E,9,1,1,1,2,1,3,0.0002528156269863444,1.1202568849433312e-05,2.8,0.40844346852791774
40,D,1,4,E,9,1,1,1,2,1,3,1.9028778390032173e-05,2.3655762627163873e-05,4.633333333333334,0.8631518423686666
41,D,1,5,E,9,1,1,1,2,1,3,0.009009350888142541,0.008494226183857733,1.2666666666666666,1.209732175520243
42,D,2,1,E,11,1,2,1,3,2,2,5.624745359231709e-06,5.801831273909995e-06,2.8333333333333335,0.2784291208521638
43,D,2,2,E,11,1,2,1,3,2,2,4.377652922818566e-06,1.405402206304204e-07,1.4333333333333333,0.19578006329768216
44,D,2,3,E,11,1,2,1,3,2,2,4.205390837589885e-05,2.6259004587879883e-07,2.3333333333333335,0.14560931187687132
45,D,2,4,E,11,1,2,1,3,2,2,0.0029687055445047033,0.0029780661062522094,3.533333333333333,0.5438582358064967
46,D,3,1,E,10,1,2,1,3,2,1,0.11885528835185098,1.3743083592837495,5.133333333333334,4.062888593840246
47,D,3,2,E,10,1,2,1,3,2,1,2.338307322038411e-07,3.295515357514938e-07,1.5333333333333334,0.16149119090547256
48,D,3,3,E,10,1,2,1,3,2,1,6.432052101361988,0.7129126948948492,2.533333333333333,4.290934074383033
49,D,4,1,E,12,2,2,1,3,2,2,0.037593412331646994,0.0012443756052017306,2.1333333333333333,1.6144853836307493
50,D,4,2,E,12,2,2,1,3,2,2,0.009559060491968675,0.0028695493036602275,2.2,0.794634575867806
51,D,4,3,E,12,2,2,1,3,2,2,0.017841267905145,0.014285130864128156,2.3,1.4256536856199002
52,D,4,4,E,12,2,2,1,3,2,2,0.27071579842081717,0.0038641335783965976,3.1,6.618954400783541
53,D,5,1,E,13,2,2,1,3,2,3,0.0011445907632468407,5.332176405438326e-07,1.8666666666666667,0.22638449724629706
54,D,5,2,E,13,2,2,1,3,2,3,5.279982625470312e-06,2.5825786444981406e-07,1.8,0.2312164631956023
55,D,5,3,E,13,2,2,1,3,2,3,1.116215396497457e-08,9.674676191220892e-07,1.9333333333333333,0.11828553455312506
